diagnostic_set,diagnostic_value,.tracker_row,district_panel_id,state_01,district_01,state_07,district_07,state_08,district_08,state_17,district_17,state_18,district_18,state_20,district_20,state_std,district_std,district_code_0708,district_code_1718,.matched_2001,.matched_2007,.matched_2017,EMIE,emie_2007,wavg_ling_degrees,npeople_0708,consumption_0708,gini_cons_0708,consumption_1718,gini_cons_1718,consumption_pct_change,log_consumption_difference,dependency_ratio,pct_fem_head,pct_pucca,pct_head_secondary_plus,region
lowest_EMIE,0,99,2001__10__36,Bihar,Nawada,Bihar,Nawada,Bihar,Nawada,Bihar,Nawada,Bihar,Nawada,Bihar,Nawada,10,36,10236,10235,TRUE,TRUE,TRUE,0,0,0.0275811393475578,1476508.265,527.352973467413,0.234636971646563,1622.55799524198,0.169587071296773,207.67969024114,1.12388908909531,82.0902445793124,17.5722321473088,60.9922417764622,24.0935154230322,East
lowest_EMIE,0,109,2001__10__16,Bihar,Siwan,Bihar,Siwan,Bihar,Siwan,Bihar,Siwan,Bihar,Siwan,Bihar,Siwan,10,16,10116,10116,TRUE,TRUE,TRUE,0,0,0.000886595414624364,2581771.505,565.57138030539,0.191197941300152,1243.7414076768,0.137839737412971,119.908830430072,0.788042867337868,83.1727965827289,16.9326781689769,36.3565204900344,20.8885296268176,East
lowest_EMIE,0,299,2001__29__10,Karnataka,Uttara Kannada,Karnataka,Uttara Kannada,Karnataka,Uttara Kannada,Karnataka,Uttara Kannada,Karnataka,Uttara Kannada,Karnataka,Uttara Kannada,29,10,29110,29109,TRUE,TRUE,TRUE,0,0,3.77743467255391,1112728.925,964.600792321427,0.25626860967971,2318.75584768827,0.213819698005625,140.385024161955,0.87707171923316,56.1561166365633,20.5728520088574,96.0956204604526,33.355482732386,South
lowest_EMIE,0,324,2001__23__03,Madhya Pradesh,Bhind,Madhya Pradesh,Bhind,Madhya Pradesh,Bhind,Madhya Pradesh,Bhind,Madhya Pradesh,Bhind,Madhya Pradesh,Bhind,23,03,23603,23603,TRUE,TRUE,TRUE,0,0,0.00206201014130896,1231220.45,770.225995641697,0.224906283726403,1847.12770966315,0.211094549908398,139.816329248178,0.874703149567086,44.9147172457397,20.0675244632268,92.5984781530153,32.8478619784137,Central
lowest_EMIE,0,380,2001__27__16,Maharashtra,Hingoli,Maharashtra,Hingoli,Maharashtra,Hingoli,Maharashtra,Hingoli,Maharashtra,Hingoli,Maharashtra,Hingoli,27,16,27416,27416,TRUE,TRUE,TRUE,0,0,1.70046152868305,1045195.36,477.867456355794,0.285947630453864,2200.02196975583,0.152507336291518,360.383300954023,1.52688921946774,67.9426762118473,19.0828746120725,77.6995673784867,38.8556521839765,West
lowest_EMIE,0,512,2001__08__31,Rajasthan,Baran,Rajasthan,Baran,Rajasthan,Baran,Rajasthan,Baran,Rajasthan,Baran,Rajasthan,Baran,08,31,08431,08430,TRUE,TRUE,TRUE,0,0,0.0206096834392803,1045332.64,714.089502760152,0.243809197585843,1990.43069955063,0.232189519353982,178.736865877046,1.02509801774627,48.9143987115723,18.9306841121885,29.1559052968125,34.86329931641,North
lowest_EMIE,0,517,2001__08__23,Rajasthan,Bundi,Rajasthan,Bundi,Rajasthan,Bundi,Rajasthan,Bundi,Rajasthan,Bundi,Rajasthan,Bundi,08,23,08423,08423,TRUE,TRUE,TRUE,0,0,0.0116982224344633,825082.325,645.456618913575,0.195002004573342,2077.80066648288,0.25247993852458,221.911745204536,1.16910723877292,74.4108784917049,19.8271148276022,36.6002325475776,24.2163284415031,North
lowest_EMIE,0,525,2001__08__16,Rajasthan,Jaisalmer,Rajasthan,Jaisalmer,Rajasthan,Jaisalmer,Rajasthan,Jaisalmer,Rajasthan,Jaisalmer,Rajasthan,Jaisalmer,08,16,08116,08116,TRUE,TRUE,TRUE,0,0,0.200415317051845,568878.135,871.549819351119,0.137243299385045,2150.47820567857,0.2469247773401,146.741856624975,0.903172489247877,69.2908783065905,17.3761397948613,37.564774398175,15.2702580986401,North
lowest_EMIE,0,527,2001__08__32,Rajasthan,Jhalawar,Rajasthan,Jhalawar,Rajasthan,Jhalawar,Rajasthan,Jhalawar,Rajasthan,Jhalawar,Rajasthan,Jhalawar,08,32,08432,08431,TRUE,TRUE,TRUE,0,0,0.117085199369602,1300089.72,728.263131166409,0.206059339450766,1801.48609623582,0.261283969986367,147.367471884853,0.905704785475026,56.6934619506644,21.1047853681975,32.8032311774534,30.6741024271069,North
lowest_EMIE,0,530,2001__08__09,Rajasthan,Karauli,Rajasthan,Karauli,Rajasthan,Karauli,Rajasthan,Karauli,Rajasthan,Karauli,Rajasthan,Karauli,08,09,08209,08209,TRUE,TRUE,TRUE,0,0,0.000377028387922524,1196951.765,753.090677792734,0.218105897538396,2027.56305422812,0.138932543312673,169.23226033959,0.990404242416734,76.3457208745203,18.6453887722033,63.4881823813269,33.3508244565774,North
