"specification_id","adjustment_id","construction_id","estimate_2sls","std_error_clustered","p_value_clustered","reduced_form_joint_f","reduced_form_joint_p","anderson_rubin_f_beta0","anderson_rubin_p_beta0","ar_95_lower","ar_95_upper","ar_95_empty","ar_95_n_components","ar_95_disconnected","ar_95_contains_zero","ar_95_grid_accepted_min","ar_95_grid_accepted_max","ar_95_left_truncated","ar_95_right_truncated","ar_95_components","n","status","reason"
"unadjusted__nonzero_mean","unadjusted","nonzero_mean",-0.00486770726105556,0.00212786419938756,0.0225254636376184,4.24149416436273,0.0399002322438112,4.24149416436273,0.0399002322438112,-0.0104726453877446,-0.000551191862512873,FALSE,1,FALSE,FALSE,-0.0104726453877446,-0.000551191862512873,FALSE,FALSE,"[-0.0104726, -0.000551192]",573,"estimated",NA
"unadjusted__distant_share","unadjusted","distant_share",-0.00581966472855426,0.00414347447219364,0.160702615779096,2.82304430326738,0.0934669682403346,2.82304430326738,0.0934669682403345,NA,NA,FALSE,1,FALSE,TRUE,-0.110238372502574,0.00110238372502575,TRUE,FALSE,"[grid<= -0.110238, 0.00110238]",573,"estimated",NA
"unadjusted__top3_legacy","unadjusted","top3_legacy",-0.00454992211694927,0.0018089831168735,0.0121705506989458,4.44636236117788,0.0354106004748819,4.44636236117788,0.0354106004748819,-0.00826787793769307,-0.000551191862512873,FALSE,1,FALSE,FALSE,-0.00826787793769307,-0.000551191862512873,FALSE,FALSE,"[-0.00826788, -0.000551192]",573,"estimated",NA
"unadjusted__nonzero_mean_hindi_urdu","unadjusted","nonzero_mean_hindi_urdu",-0.00441152253225072,0.00268135726290363,0.100468063776657,2.36448432039669,0.124679825198526,2.36448432039669,0.124679825198525,-0.0115750291127703,0.00165357558753862,FALSE,1,FALSE,TRUE,-0.0115750291127703,0.00165357558753862,FALSE,FALSE,"[-0.011575, 0.00165358]",573,"estimated",NA
"unadjusted__nonzero_mean_shastry","unadjusted","nonzero_mean_shastry",-0.00437741634876397,0.00263650874526516,0.0974034580219537,2.4496782270048,0.118104915857266,2.44967822700479,0.118104915857266,-0.0115750291127703,0.00110238372502575,FALSE,1,FALSE,TRUE,-0.0115750291127703,0.00110238372502575,FALSE,FALSE,"[-0.011575, 0.00110238]",573,"estimated",NA
"unadjusted__nonzero_mean_sensitivity_low","unadjusted","nonzero_mean_sensitivity_low",-0.00433625242534929,0.00264725791659205,0.101971064194068,2.37485334182605,0.123859099964951,2.37485334182605,0.12385909996495,-0.0115750291127703,0.00110238372502575,FALSE,1,FALSE,TRUE,-0.0115750291127703,0.00110238372502575,FALSE,FALSE,"[-0.011575, 0.00110238]",573,"estimated",NA
"unadjusted__nonzero_mean_sensitivity_high","unadjusted","nonzero_mean_sensitivity_high",-0.0037167968880124,0.00310408350849609,0.231653373418154,1.30529382013151,0.253729016834483,1.30529382013151,0.253729016834484,-0.0121262209752832,0.00330715117507724,FALSE,1,FALSE,TRUE,-0.0121262209752832,0.00330715117507724,FALSE,FALSE,"[-0.0121262, 0.00330715]",573,"estimated",NA
"unadjusted__nonzero_mean_hindi_urdu_separate","unadjusted","nonzero_mean_hindi_urdu_separate",-0.00455995546137914,0.00254078415357537,0.0732315291368704,2.73937569324302,0.0984544257181452,2.73937569324302,0.0984544257181453,-0.0110238372502574,0.00110238372502575,FALSE,1,FALSE,TRUE,-0.0110238372502574,0.00110238372502575,FALSE,FALSE,"[-0.0110238, 0.00110238]",573,"estimated",NA
"unadjusted__distance_shares_all","unadjusted","distance_shares_all",-0.00101785666306581,0.00131045142468129,0.437644343731445,16.3136517864742,4.72697094720407e-15,16.3136517864742,4.72697094720391e-15,NA,NA,TRUE,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,573,"estimated",NA
"unadjusted__distance_shares_all_unmapped","unadjusted","distance_shares_all_unmapped",-0.00154785452819314,0.00118985776899343,0.193828294423888,22.3705737936252,1.71239807208146e-20,22.3705737936253,1.71239807208106e-20,NA,NA,TRUE,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,573,"estimated",NA
"unadjusted__distance_shares_mapped","unadjusted","distance_shares_mapped",-0.00214258323963501,0.00136616985276583,0.117361852862585,11.2859494312598,2.16008823194787e-10,11.2859494312598,2.16008823194769e-10,NA,NA,TRUE,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,573,"estimated",NA
"unadjusted__glottolog_mean","unadjusted","glottolog_mean",-0.00132522219931581,0.0019299376377577,0.492572099696295,0.388047500830285,0.533576218293753,0.388047500830286,0.533576218293752,-0.00440953490010297,0.00496072676261584,FALSE,1,FALSE,TRUE,-0.00440953490010297,0.00496072676261584,FALSE,FALSE,"[-0.00440953, 0.00496073]",573,"estimated",NA
