"predictor","sample_id","period_id","measure_id","fixed_effect","estimate","std.error","p.value","standardized_effect","contains_estimated_source","n","n_states","population_1961","status","predictor_id"
"emie_exposure","full_pretrend","1961_1971","log_population","none",-2.36143822102764e-05,0.000860360044719678,0.978183530300026,-0.00528168302451052,FALSE,70,16,110981379,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1971","log_population","state",0.000593250354662816,0.00248766323759162,0.812430854223703,0.132688642862055,FALSE,70,16,110981379,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1971","urban_share","none",0.000385978161974261,0.000240267359383179,0.112808614035774,0.236624687802795,FALSE,70,16,110981379,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1971","urban_share","state",-8.17072447754722e-05,0.000398685407029519,0.838402772677639,-0.0500907905963653,FALSE,70,16,110981379,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1971","main_worker_share","none",0.00079081605146046,0.000397548380341636,0.0507002340237174,0.329993282500553,TRUE,70,16,110981379,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1971","main_worker_share","state",0.000454353700792067,0.000659172019196634,0.493654229507684,0.189593608859803,TRUE,70,16,110981379,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1971","nonfarm_worker_share_main_workers","none",-0.000827111903659604,0.000845102630342151,0.331191617632836,-0.196144213312268,TRUE,70,16,110981379,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1971","nonfarm_worker_share_main_workers","state",0.000314573955013019,0.000846903858322226,0.711790647557294,0.074599169304122,TRUE,70,16,110981379,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1971","literate_share_population","none",0.000867345387529873,0.000719803245092695,0.232389551563847,0.315752519097889,FALSE,70,16,110981379,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1971","literate_share_population","state",-0.000721776056062073,0.000316135894012984,0.0264609694221279,-0.262758770845817,FALSE,70,16,110981379,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1971","primary_plus_share_population","none",0.00273154442888177,0.00101364087411973,0.00886628888798175,0.45095923953306,FALSE,70,16,110981379,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1971","primary_plus_share_population","state",0.00127255266650191,0.0012820427893451,0.325416296663428,0.210089712136367,FALSE,70,16,110981379,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1971","matriculate_plus_share_population","none",0.000466339964035472,0.000155980114396168,0.00388443023169527,0.380504573041424,FALSE,70,16,110981379,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1971","matriculate_plus_share_population","state",0.000951775328116051,0.000526408163453653,0.0762732973105522,0.776589811694999,FALSE,70,16,110981379,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","log_population","none",-0.000899183415158753,0.000712749441825548,0.211682309371236,-0.190987525162099,FALSE,66,15,104576855,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","log_population","state",0.000461233626781413,0.00220899371369164,0.83545418643304,0.0979665187496465,FALSE,66,15,104576855,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","urban_share","none",-0.000172355721980791,0.000172966137473816,0.322774107146263,-0.0903684483045773,FALSE,66,15,104576855,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","urban_share","state",0.000400234628170524,0.000310299195024376,0.203042226324736,0.209848456957876,FALSE,66,15,104576855,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","main_worker_share","none",-0.000207003569363909,0.00030151352422851,0.494847491500634,-0.106882970537458,FALSE,66,15,104576855,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","main_worker_share","state",-0.000797904002804625,0.00039836696369239,0.0506203388747771,-0.411984925117701,FALSE,66,15,104576855,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","nonfarm_worker_share_main_workers","none",0.000165584509080257,0.00063975024940399,0.796599523638164,0.0554519512568707,FALSE,66,15,104576855,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","nonfarm_worker_share_main_workers","state",-0.000399623066074039,0.000724024166055518,0.58344331152045,-0.133828211975543,FALSE,66,15,104576855,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","literate_share_population","none",0.000633636827443419,0.000283897413407607,0.0291282416260678,0.354225390799989,FALSE,66,15,104576855,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","literate_share_population","state",0.000634996857049317,0.000410055389269868,0.1277935858594,0.354985695437888,FALSE,66,15,104576855,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","primary_plus_share_population","none",0.00132115709057299,0.000337468923672026,0.000222001102540651,0.437551504552493,FALSE,66,15,104576855,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","primary_plus_share_population","state",0.000735885000528936,0.000418497700066632,0.0847996059838784,0.243716353987399,FALSE,66,15,104576855,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","matriculate_plus_share_population","none",0.000854727452534154,0.000271006626827815,0.00245372671912539,0.643645565902681,FALSE,66,15,104576855,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","matriculate_plus_share_population","state",0.00133260870220738,0.000182058211511935,1.89899987561335e-09,1.00351015954391,FALSE,66,15,104576855,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","log_population","none",-0.00167092888567553,0.000559594266113879,0.00400192362448727,-0.309136974378444,FALSE,66,15,104576855,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","log_population","state",0.0002839353557167,0.000890998018708829,0.751303307830428,0.0525306118876759,FALSE,66,15,104576855,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","urban_share","none",0.00069304636954907,0.000516868187861328,0.18470665847925,0.409725291446703,FALSE,66,15,104576855,"estimated","eventual_emie"
